Name,FirstTime,FirstDate,PB,PBDate,OutdoorPB,OutdoorLocation,OutdoorDate,IndoorPB,IndoorLocation,IndoorDate,DOB,Country,FastestTime,FastestDate
benny mcintosh,3:58.250,6/4/1994,,,3:58.250,"eugene, or (usa)",6/4/1994,,,,9/14/1966,usa,3:58.250,6/4/1994
daniel huling,3:58.240,3/30/2012,,,,,,3:57.990,"boston, ma (usa)",2/26/2017,7/16/1983,usa,3:57.990,2/26/2017
ian connor,3:58.240,2/8/2003,,,,,,3:58.240,"south bend, in (usa)",2/8/2003,8/30/1979,usa,3:58.240,2/8/2003
james gowans,3:58.240,2/12/2016,,,,,,3:58.240,ny (usa),2/12/2016,1/10/1995,usa,3:58.240,2/12/2016
rhys hammond,3:58.240,2/11/2023,,,,,,3:58.240,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,,usa,3:58.240,2/11/2023
morgan beadlescomb,3:58.230,2/25/2022,,,3:58.230,"spire institute indoor track & field facility, geneva, oh (usa)",2/25/2022,3:52.030,"gately indoor tf center, chicago, il (usa)",2/11/2022,6/1/1998,usa,3:52.030,2/11/2022
anthony famiglietti,3:58.230,6/4/2005,,,3:55.710,"new york, ny (usa)",6/3/2006,,,,11/8/1978,usa,3:55.710,6/3/2006
bob lesko,3:58.230,6/5/1993,,,3:58.230,"eugene, or (usa)",6/5/1993,,,,9/16/1969,usa,3:58.230,6/5/1993
rocky hansen,3:58.230,6/1/2023,,,3:58.230,"saint louis university high school, saint louis, mo (usa)",6/1/2023,,,,,usa,3:58.230,6/1/2023
sam penzenstadler,3:58.210,2/8/2014,,,3:57.800,"concord, ma (usa)",6/2/2016,3:57.290,"new york, ny (usa)",2/6/2016,9/11/1992,usa,3:57.290,2/6/2016
cole hocker,3:58.200,2/28/2020,,,3:48.080,"hayward field, eugene, or (usa)",9/16/2023,3:50.350,"gately indoor tf center, chicago, il (usa)",2/11/2022,6/6/2001,usa,3:48.080,9/16/2023
jay woods,3:58.200,2/11/1983,,,,,,3:54.400,"east rutherford, nj (usa)",2/27/1983,8/24/1957,usa,3:54.400,2/27/1983
juris luzins,3:58.200,5/27/1972,,,3:58.200,"modesto, ca (usa)",5/27/1972,,,,6/22/1947,usa,3:58.200,5/27/1972
vince draddy,3:58.200,2/13/1982,,,,,,3:58.200,"boston, ma (usa)",2/13/1982,4/19/1961,usa,3:58.200,2/13/1982
chris estwanik,3:58.170,7/10/2004,,,3:58.170,burnaby (can),7/1/2004,3:58.540,"seattle, wa (usa)",1/14/2006,4/4/1980,usa,3:58.170,7/10/2004
andrew wheating,3:58.160,4/26/2008,,,3:51.740,"hayward field, eugene, or (usa)",7/3/2010,3:57.420,"seattle, wa (usa)",1/31/2015,11/21/1987,usa,3:51.740,7/3/2010
john petruno,3:58.160,2/25/2022,,,3:58.160,"spire institute indoor track & field facility, geneva, oh (usa)",2/25/2022,,,,,usa,3:58.160,2/25/2022
alan culpepper,3:58.150,5/11/1997,,,3:55.120,st. louis (usa),7/25/1998,,,,9/15/1972,usa,3:55.120,7/25/1998
brett gardner,3:58.150,2/11/2023,,,,,,3:58.150,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,,usa,3:58.150,2/11/2023
sebastian hanson,3:58.150,5/15/2022,,,,,,,,,,usa,3:58.150,5/15/2022
zachary stallings,3:58.130,2/13/2021,,,3:57.000,"dempsey indoor, seattle, wa (usa)",2/12/2022,3:57.170,"boston univ. track & tennis center, boston, ma (usa)",2/26/2023,,usa,3:57.000,2/12/2022
jake hurysz,3:58.130,2/14/2015,,,,,,3:58.100,"new york, ny (usa)",2/20/2016,7/15/1992,usa,3:58.100,2/20/2016
bob kennedy,3:58.110,3/9/1991,,,3:56.210,"eugene, or (usa)",6/4/1994,3:58.110,"indianapolis, in (usa)",3/9/1991,8/18/1970,usa,3:56.210,6/4/1994
darryl frerker,3:58.100,2/6/1988,,,3:58.200,whanganui (nzl),1/27/1993,3:57.500,birmingham (gbr),3/14/1992,10/23/1963,usa,3:57.500,3/14/1992
john garrison,3:58.100,5/29/1965,,,3:58.100,"modesto, ca (usa)",5/29/1965,,,,3/18/1944,usa,3:58.100,5/29/1965
ben veatch,3:58.090,2/25/2022,,,3:58.090,"spire institute indoor track & field facility, geneva, oh (usa)",2/25/2022,3:59.730,"gladstein fieldhouse indiana un., bloomington, in (usa)",1/21/2022,6/1/1998,usa,3:58.090,2/25/2022
ned willig,3:58.090,1/28/2017,,,,,,3:58.090,"boston, ma (usa)",1/28/2017,2/8/1994,usa,3:58.090,1/28/2017
talem franco,3:58.090,2/10/2020,,,,,,3:58.090,"dempsey indoor, seattle, wa (usa)",2/1/2020,,usa,3:58.090,2/10/2020
bob seaman,3:58.070,8/18/1962,,,3:58.070,london (gbr),8/18/1962,,,,6/19/1935,usa,3:58.070,8/18/1962
kenneth hagen,3:58.070,2/28/2020,,,,,,3:58.070,"boston univ. track & tennis center, boston, ma (usa)",2/28/2020,2/5/1996,usa,3:58.070,2/28/2020
will geoghegan,3:58.040,1/25/2014,,,3:56.240,"concord, ma (usa)",6/1/2017,3:58.040,"boston, ma (usa)",1/25/2014,7/15/1992,usa,3:56.240,6/1/2017
cruz gomez,3:58.040,2/25/2022,,,3:58.040,"lied recreation center, ames, ia (usa)",2/25/2022,3:57.090,"boston univ. track & tennis center, boston, ma (usa)",2/12/2022,,usa,3:57.090,2/12/2022
samuel worley,3:58.040,2/10/2018,,,,,,3:57.980,"seattle, wa (usa)",2/8/2019,11/10/1998,usa,3:57.980,2/8/2019
shane streich,3:58.030,7/10/2021,,,3:58.030,"wisconsin lutheran hs, milwaukee, wi (usa)",7/1/2021,3:57.980,"armory track&field center, new york, ny (usa)",1/29/2022,9/19/1996,usa,3:57.980,1/29/2022
ronnie harris,3:58.030,6/5/1993,,,3:58.030,"eugene, or (usa)",6/5/1993,,,,5/16/1965,usa,3:58.030,6/5/1993
craig forys,3:58.020,2/6/2016,,,,,,3:58.020,"new york, ny (usa)",2/6/2016,7/13/1989,usa,3:58.020,2/6/2016
dick buerkle,3:58.000,6/4/1973,,,3:57.800,oslo (nor),7/31/1974,3:54.930,"college park, md (usa)",1/13/1978,9/3/1947,usa,3:54.930,1/13/1978
ross donoghue,3:58.000,6/23/1979,,,3:55.260,"westwood, ca (usa)",5/13/1984,3:56.200,"east rutherford, nj (usa)",2/11/1984,7/19/1959,usa,3:55.260,5/13/1984
jim beatty,3:58.000,5/28/1960,,,3:55.500,compton (gbr),6/7/1963,3:58.600,"new york, ny (usa)",2/15/1963,10/28/1934,usa,3:55.500,6/7/1963
mike wyatt,3:58.000,5/18/1980,,,3:58.000,"philadelphia, pa (usa)",5/18/1980,,,,1/10/1956,usa,3:58.000,5/18/1980
paul geis,3:58.000,6/20/1973,,,3:58.000,"eugene, or (usa)",6/20/1973,,,,2/23/1953,usa,3:58.000,6/20/1973
zachary michon,3:58.000,2/11/2023,,,,,,3:58.000,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,,usa,3:58.000,2/11/2023
cory leslie,3:57.970,1/29/2011,,,3:53.440,dublin (irl),7/11/2014,3:53.870,"new york, ny (usa)",2/20/2016,10/24/1989,usa,3:53.440,7/11/2014
yared nuguse,3:57.930,2/13/2019,,,3:43.970,"hayward field, eugene, or (usa)",9/16/2023,3:47.380,"armory track&field center, new york, ny (usa)",2/11/2023,6/1/1999,usa,3:43.970,9/16/2023
matthew centrowitz,3:57.920,2/14/2009,,,3:49.260,"jesuit high school track, portland, or (usa)",7/24/2021,3:50.630,"new york, ny (usa)",2/20/2016,10/18/1989,usa,3:49.260,7/24/2021
adam bradtmueller,3:57.910,6/5/2022,,,3:57.910,"vanderbilt track, nashville, tn (usa)",6/5/2022,,,,,usa,3:57.910,6/5/2022
brian gagnon,3:57.910,2/11/2012,,,3:59.990,"des moines, ia (usa)",4/27/2013,3:57.910,"boston, ma (usa)",2/11/2012,5/8/1987,usa,3:57.910,2/11/2012
sydney maree,3:57.900,12/15/1976,,,3:48.830,rieti (ita),9/9/1981,3:52.400,"east rutherford, nj (usa)",2/9/1985,9/9/1956,usa,3:48.830,9/9/1981
mick stanovsek,3:57.900,1/27/2018,,,3:56.900,dublin (irl),7/19/2018,3:57.880,"boston univ. track & tennis center, boston, ma (usa)",2/28/2020,1/16/1997,usa,3:56.900,7/19/2018
grant robison,3:57.900,4/27/2002,,,,,,3:58.950,"seattle, wa (usa)",3/8/2003,9/27/1978,usa,3:57.900,4/27/2002
jerald jones,3:57.900,6/27/1978,,,3:57.900,oslo (nor),6/27/1978,,,,6/20/1953,usa,3:57.900,6/27/1978
karl thornton,3:57.900,4/27/1974,,,3:57.900,"philadelphia, pa (usa)",4/27/1974,,,,3/13/1950,usa,3:57.900,4/27/1974
morgan groth,3:57.900,6/5/1964,,,3:57.900,compton (gbr),6/5/1964,,,,8/31/1943,usa,3:57.900,6/5/1964
gary martin,3:57.890,6/20/2022,,,3:57.890,"saint louis university high school, saint louis, mo (usa)",6/2/2022,3:56.830,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,,usa,3:56.830,2/11/2023
cole williams,3:57.880,2/6/2016,,,,,,3:57.880,"boston, ma (usa)",2/6/2016,2/19/1993,usa,3:57.880,2/6/2016
ben blankenship,3:57.870,3/6/2010,,,3:52.510,"cobb track and angell field, palo alto, ca (usa)",6/30/2019,3:53.130,"reggie lewis center, boston, ma (usa)",2/7/2015,12/15/1988,usa,3:52.510,6/30/2019
ryan schoppe,3:57.870,2/25/2022,,,3:57.870,"lied recreation center, ames, ia (usa)",2/25/2022,3:55.630,"randal tyson indoor center, fayetteville, ar (usa)",1/28/2023,,usa,3:55.630,1/28/2023
derek scott,3:57.870,5/23/2009,,,3:57.870,st. louis (usa),5/23/2009,,,,11/7/1985,usa,3:57.870,5/23/2009
galen rupp,3:57.860,3/7/2009,,,3:52.110,"olympic stadium, london (gbr)",7/27/2013,3:50.920,"boston, ma (usa)",1/26/2013,5/8/1986,usa,3:50.920,1/26/2013
john jefferson,3:57.850,2/5/2005,,,3:56.820,"falmouth, ma (usa)",8/9/2008,3:57.850,"south bend, in (usa)",2/5/2005,12/30/1982,usa,3:56.820,8/9/2008
ken martin,3:57.840,5/28/1981,,,3:57.840,"eugene, or (usa)",5/28/1981,,,,9/10/1958,usa,3:57.840,5/28/1981
andrew rafla,3:57.840,7/18/2021,,,3:57.840,"trabuco hills hs, mission viejo, ca (usa)",7/18/2021,,,,4/15/1996,usa,3:57.840,7/18/2021
matt taylor,3:57.840,1/25/1991,,,3:59.890,haringey (gbr),7/13/1991,3:57.840,"fayetteville, ar (usa)",1/25/1991,5/1/1965,usa,3:57.840,1/25/1991
seth summerside,3:57.840,7/21/2007,,,3:57.840,brasschaat (bel),7/21/2007,,,,2/14/1984,usa,3:57.840,7/21/2007
luke watson,3:57.830,2/8/2003,,,,,,3:57.830,"south bend, in (usa)",2/8/2003,8/20/1980,usa,3:57.830,2/8/2003
robby andrews,3:57.820,4/27/2013,,,3:57.150,"concord, ma (usa)",6/4/2015,3:53.160,"new york, ny (usa)",2/20/2016,3/29/1991,usa,3:53.160,2/20/2016
casey comber,3:57.800,2/9/2019,,,3:56.330,"morton stadium, dublin (irl)",7/14/2023,3:54.010,"boston univ. track & tennis center, boston, ma (usa)",2/26/2023,11/4/1996,usa,3:54.010,2/26/2023
chris solinsky,3:57.800,5/6/2006,,,3:57.800,"madison, wi (usa)",5/6/2006,3:54.520,"seattle, wa (usa)",2/12/2011,12/5/1984,usa,3:54.520,2/12/2011
tommy fulton,3:57.800,5/25/1973,,,3:57.800,"arkadelphia, ar (usa)",5/25/1973,3:59.600,"houston, tx (usa)",2/9/1974,10/31/1951,usa,3:57.800,5/25/1973
brandon tubby,3:57.770,2/27/2021,,,,,,3:57.770,"clemson indoor track & field complex, clemson, sc (usa)",2/27/2021,,usa,3:57.770,2/27/2021
gavin gaynor,3:57.760,2/11/2023,,,,,,3:57.760,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,,usa,3:57.760,2/11/2023
viktor idhammar,3:57.760,2/11/2023,,,,,,3:57.760,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,6/16/2003,usa,3:57.760,2/11/2023
joey berriatua,3:57.720,7/9/2022,,,3:57.720,"jack kemp stadium, los angeles, ca (usa)",7/9/2022,,,,6/16/1995,usa,3:57.720,7/9/2022
luke johnson,3:57.720,5/15/2022,,,,,,,,,,usa,3:57.720,5/15/2022
tai dinger,3:57.720,8/6/2021,,,3:57.720,"cardinal gibbons high school, raleigh, nc (usa)",8/6/2021,,,,11/18/1995,usa,3:57.720,8/6/2021
christian cushing-murray,3:57.700,7/10/1991,,,3:55.420,"eugene, or (usa)",6/4/1995,,,,10/18/1967,usa,3:55.420,6/4/1995
mac fleet,3:57.700,2/13/2010,,,3:56.770,"ann arbor, mi (usa)",8/10/2014,3:57.700,"seattle, wa (usa)",2/13/2010,10/17/1990,usa,3:56.770,8/10/2014
ron cornell,3:57.700,5/11/1980,,,3:57.700,"westwood, ca (usa)",5/11/1980,,,,6/16/1959,usa,3:57.700,5/11/1980
steven jackson,3:57.700,1/27/2023,,,,,,3:57.700,"boston univ. track & tennis center, boston, ma (usa)",1/27/2023,,usa,3:57.700,1/27/2023
david timlin,3:57.690,6/7/2018,,,3:57.690,"concord, ma (usa)",6/7/2018,,,,6/10/1994,usa,3:57.690,6/7/2018
daniel lincoln,3:57.680,7/30/2004,,,3:57.680,"crystal palace, london (gbr)",7/30/2004,,,,10/22/1980,usa,3:57.680,7/30/2004
dylan jacobs,3:57.670,1/22/2022,,,3:57.670,"loftus sports center, south bend, in (usa)",1/22/2022,,,,6/15/2000,usa,3:57.670,1/22/2022
sam ellis,3:57.660,2/15/2020,,,3:53.840,"dempsey indoor, seattle, wa (usa)",1/28/2023,3:53.130,"boston univ. track & tennis center, boston, ma (usa)",2/26/2023,10/20/1998,usa,3:53.130,2/26/2023
hobbs kessler,3:57.660,2/7/2021,,,3:58.730,"tooting bec athletics track, london (gbr)",8/24/2022,3:57.100,"ocean breeze athl. complex, new york, ny (usa)",2/6/2022,3/15/2003,usa,3:57.100,2/6/2022
ryan adams,3:57.660,1/18/2020,,,3:59.440,"meredith college, raleigh, nc (usa)",8/4/2023,3:57.660,"vanderbilt multipurpose facility, nashville, tn (usa)",1/18/2020,3/23/1997,usa,3:57.660,1/18/2020
adam goucher,3:57.630,5/15/1999,,,3:54.170,"eugene, or (usa)",5/30/1999,3:57.600,"boston, ma (usa)",1/28/2006,2/18/1975,usa,3:54.170,5/30/1999
daniel winn,3:57.620,2/14/2015,,,3:56.730,dublin (irl),7/22/2016,3:57.360,"new york, ny (usa)",2/6/2016,7/30/1991,usa,3:56.730,7/22/2016
ford palmer,3:57.610,8/10/2014,,,3:55.600,"south huntington, ny (usa)",8/31/2016,3:54.920,"boston, ma (usa)",2/26/2017,10/6/1990,usa,3:54.920,2/26/2017
bryce richards,3:57.610,6/30/2021,,,3:57.610,"saint louis university high school, saint louis, mo (usa)",6/3/2021,,,,10/12/1996,usa,3:57.610,6/30/2021
karl paranya,3:57.600,5/14/1997,,,3:54.830,"eugene, or (usa)",5/30/1999,3:59.050,"fayetteville, ar (usa)",2/12/2000,6/27/1975,usa,3:54.830,5/30/1999
kevin ryan,3:57.600,6/4/1983,,,3:55.900,toronto (can),7/19/1983,,,,2/1/1957,usa,3:55.900,7/19/1983
archie san romani,3:57.600,6/5/1964,,,3:57.600,compton (gbr),7/6/1971,,,,1/15/1941,usa,3:57.600,6/5/1964
john mickowski,3:57.590,3/30/2012,,,,,,3:57.590,"seattle, wa (usa)",3/3/2012,4/24/1986,usa,3:57.590,3/30/2012
mike brannigan,3:57.580,8/5/2016,,,3:57.580,"raleigh, nc (usa)",8/5/2016,,,,11/12/1996,usa,3:57.580,8/5/2016
matthew lane,3:57.570,5/26/2002,,,3:57.570,"hayward field, eugene, or (usa)",5/26/2002,,,,9/5/1977,usa,3:57.570,5/26/2002
camden marshall,3:57.560,2/10/2023,,,,,,3:57.560,"gately indoor tf center, chicago, il (usa)",2/10/2023,5/1/2003,usa,3:57.560,2/10/2023
caleb webb,3:57.540,6/20/2022,,,3:57.540,"saint louis university high school, saint louis, mo (usa)",6/2/2022,3:58.560,"randal tyson indoor center, fayetteville, ar (usa)",2/18/2022,6/19/1905,usa,3:57.540,6/20/2022
diego zarate,3:57.520,2/6/2021,,,,,,3:57.520,"rector fieldhouse, blacksburg, va (usa)",2/6/2021,9/3/1997,usa,3:57.520,2/6/2021
davis bove,3:57.490,2/12/2021,,,3:56.380,"vanderbilt multipurpose facility, nashville, tn (usa)",2/11/2022,3:57.490,"vanderbilt multipurpose facility, nashville, tn (usa)",2/12/2021,10/17/2000,usa,3:56.380,2/11/2022
shannon lemora,3:57.470,6/4/1994,,,3:57.470,"eugene, or (usa)",6/4/1994,,,,3/24/1970,usa,3:57.470,6/4/1994
jacob burcham,3:57.460,2/13/2016,,,,,,3:57.460,"seattle, wa (usa)",2/13/2016,2/13/1995,usa,3:57.460,2/13/2016
james donahue,3:57.440,2/11/2023,,,,,,3:57.440,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,,usa,3:57.440,2/11/2023
buck jones,3:57.430,6/4/1994,,,,,,,,,,usa,3:57.430,6/4/1994
steve prefontaine,3:57.400,6/5/1970,,,3:54.600,"eugene, or (usa)",6/20/1973,3:58.600,"college park, md (usa)",1/10/1975,1/25/1951,usa,3:54.600,6/20/1973
brian kivlan,3:57.400,6/10/1968,,,3:57.400,"philadelphia, pa (usa)",6/1/1968,,,,3/27/1948,usa,3:57.400,6/10/1968
jonathan davis,3:57.390,6/30/2021,,,3:54.590,"vanderbilt multipurpose facility, nashville, tn (usa)",2/11/2022,3:57.040,"crossplex athletic facility, birmingham, al (usa)",3/11/2022,10/10/1997,usa,3:54.590,2/11/2022
colton johnsen,3:57.390,2/13/2021,,,3:55.740,"dempsey indoor, seattle, wa (usa)",1/15/2022,3:57.390,"dempsey indoor, seattle, wa (usa)",2/13/2021,5/8/1998,usa,3:55.740,1/15/2022
david elliott,3:57.380,2/13/2016,,,,,,3:57.380,"seattle, wa (usa)",2/13/2016,7/21/1993,usa,3:57.380,2/13/2016
tyler mulder,3:57.370,4/27/2013,,,3:57.370,"philadelphia, pa (usa)",4/27/2013,,,,2/15/1987,usa,3:57.370,4/27/2013
shane knoll,3:57.360,9/7/2009,,,,,,3:57.360,"south bend, in (usa)",2/7/2009,3/24/1987,usa,3:57.360,9/7/2009
paul mcmullen,3:57.340,2/4/1995,,,3:54.940,"crystal palace, london (gbr)",7/22/2001,3:55.840,"atlanta, ga (usa)",2/28/1998,2/19/1972,usa,3:54.940,7/22/2001
ed spinney,3:57.340,5/28/1981,,,3:57.340,"eugene, or (usa)",5/28/1981,,,,7/22/1953,usa,3:57.340,5/28/1981
said ahmed,3:57.330,7/10/2004,,,3:57.330,burnaby (can),7/1/2004,3:57.040,"ames, ia (usa)",3/5/2005,12/10/1982,usa,3:57.040,3/5/2005
alex mcclary,3:57.320,2/13/2010,,,,,,3:57.320,"fayetteville, ar (usa)",2/12/2010,10/31/1985,usa,3:57.320,2/13/2010
john quade,3:57.300,2/6/1988,,,3:54.600,"westwood, ca (usa)",8/6/1989,3:57.300,"south bend, in (usa)",2/6/1988,3/1/1967,usa,3:54.600,8/6/1989
frank assumma,3:57.300,1/22/1982,,,3:56.340,london (gbr),6/9/1982,3:57.300,"los angeles, ca (usa)",1/22/1982,3/3/1961,usa,3:56.340,6/9/1982
daniel michalski,3:57.250,8/5/2022,,,3:57.250,"cardinal gibbons high school, raleigh, nc (usa)",8/5/2022,,,,9/10/1995,usa,3:57.250,8/5/2022
abdirizak ibrahim,3:57.210,2/11/2023,,,3:57.210,"dempsey indoor, seattle, wa (usa)",2/11/2023,3:57.850,"randal tyson indoor center, fayetteville, ar (usa)",2/18/2022,,usa,3:57.210,2/11/2023
sean dolan,3:57.200,3/12/2021,,,3:56.390,"vanderbilt multipurpose facility, nashville, tn (usa)",2/11/2022,3:57.200,"randal tyson indoor center, fayetteville, ar (usa)",3/12/2021,3/19/2001,usa,3:56.390,2/11/2022
bobby curtis,3:57.200,5/20/2007,,,3:57.200,"swarthmore, pa (usa)",5/14/2007,,,,11/28/1984,usa,3:57.200,5/20/2007
austen dalquist,3:57.180,2/11/2023,,,3:56.800,"falmouth high school, falmouth, ma (usa)",8/18/2023,3:57.180,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,11/16/1995,usa,3:56.800,8/18/2023
michael rutt,3:57.180,4/27/2013,,,3:57.180,"philadelphia, pa (usa)",4/27/2013,3:57.280,"boston, ma (usa)",2/14/2015,10/28/1987,usa,3:57.180,4/27/2013
eduardo herrera,3:57.160,2/26/2022,,,3:56.400,"tsv stadion, pfungstadt (ger)",9/6/2023,3:52.580,"boston univ. track & tennis center, boston, ma (usa)",2/26/2023,9/23/1997,usa,3:52.580,2/26/2023
mark dailey,3:57.160,7/10/1993,,,3:57.160,oslo (nor),7/10/1993,3:59.420,"fairfax, va (usa)",2/6/1994,12/11/1968,usa,3:57.160,7/10/1993
carter solomon,3:57.130,2/4/2023,,,3:57.130,"loftus sports center, south bend, in (usa)",2/4/2023,,,,,usa,3:57.130,2/4/2023
clayton murphy,3:57.110,2/6/2016,,,3:51.990,"hayward field, eugene, or (usa)",5/27/2017,3:53.300,"new york, ny (usa)",2/9/2019,2/26/1995,usa,3:51.990,5/27/2017
john gregorek,3:57.100,5/30/1981,,,3:51.340,oslo (nor),6/26/1982,3:49.980,"boston, ma (usa)",3/3/2019,4/15/1960,usa,3:49.980,3/3/2019
jacob thomson,3:57.070,8/30/2018,,,3:57.070,"raleigh, nc (usa)",8/3/2018,,,,11/29/1994,usa,3:57.070,8/30/2018
dub myers,3:57.060,5/14/1983,,,3:55.310,"eugene, or (usa)",5/17/1986,,,,4/4/1964,usa,3:55.310,5/17/1986
rudy chapa,3:57.040,5/28/1981,,,3:57.040,"eugene, or (usa)",5/28/1981,,,,11/7/1957,usa,3:57.040,5/28/1981
johnathan reniewicki,3:57.020,2/11/2023,,,,,,3:57.020,"boston univ. track & tennis center, boston, ma (usa)",2/11/2023,10/3/1995,usa,3:57.020,2/11/2023
matt hillenbrand,3:57.000,2/15/2014,,,,,,3:57.000,"ames, ia (usa)",2/15/2014,5/8/1992,usa,3:57.000,2/15/2014
tom von ruden,3:56.900,6/23/1967,,,3:56.900,"bakersfield, ca (usa)",6/23/1967,3:57.900,"fort worth, tx (usa)",2/4/1972,8/22/1944,usa,3:56.900,6/23/1967
eric avila,3:56.890,6/5/2014,,,3:55.430,"memphis, tn (usa)",8/25/2018,3:57.450,"new york, ny (usa)",2/3/2018,10/3/1989,usa,3:55.430,8/25/2018
waleed suliman,3:56.780,2/9/2019,,,3:56.780,"cardinal gibbons high school, raleigh, nc (usa)",8/6/2021,3:55.600,"vanderbilt multipurpose facility, nashville, tn (usa)",2/12/2021,9/22/1998,usa,3:55.600,2/12/2021
joe falcon,3:56.770,1/31/1987,,,3:49.310,oslo (nor),7/14/1990,3:56.770,"fayetteville, ar (usa)",1/31/1987,6/23/1966,usa,3:49.310,7/14/1990
nick symmonds,3:56.720,1/13/2007,,,3:59.680,"nashville, tn (usa)",6/6/2015,3:56.720,"seattle, wa (usa)",1/13/2007,12/30/1983,usa,3:56.720,1/13/2007
mike durkin,3:56.700,5/31/1975,,,3:56.700,"wichita, ks (usa)",5/31/1975,,,,4/14/1953,usa,3:56.700,5/31/1975
graham blanks,3:56.630,2/4/2023,,,,,,3:56.630,"boston univ. track & tennis center, boston, ma (usa)",2/4/2023,,usa,3:56.630,2/4/2023
doug padilla,3:56.600,2/21/1981,,,3:54.200,"westwood, ca (usa)",8/6/1989,3:56.300,"inglewood, ca (usa)",2/5/1982,10/4/1956,usa,3:54.200,8/6/1989
tom duits,3:56.600,4/14/1978,,,3:59.200,"philadelphia, pa (usa)",4/29/1978,,,,6/24/1956,usa,3:56.600,4/14/1978
samuel prakel,3:56.590,8/5/2022,,,3:54.640,"raleigh, nc (usa)",8/3/2018,3:50.940,"boston, ma (usa)",3/3/2019,10/29/1994,usa,3:50.940,3/3/2019
luke houser,3:56.570,2/12/2022,,,3:55.980,"dempsey indoor, seattle, wa (usa)",1/28/2023,3:52.870,"boston univ. track & tennis center, boston, ma (usa)",2/26/2023,,usa,3:52.870,2/26/2023
bryan berryhill,3:56.520,1/16/1999,,,3:54.870,linz (aut),8/20/2001,3:56.730,"indianapolis, in (usa)",3/6/1999,12/15/1977,usa,3:54.870,8/20/2001
german fernandez,3:56.500,1/24/2009,,,,,,3:55.020,"college station, tx (usa)",2/28/2009,11/2/1990,usa,3:55.020,2/28/2009
alex maier,3:56.440,2/12/2022,,,3:56.440,"dempsey indoor, seattle, wa (usa)",2/12/2022,3:58.310,"randal tyson indoor center, fayetteville, ar (usa)",1/28/2023,,usa,3:56.440,2/12/2022
sean jefferson,3:56.440,2/5/2005,,,,,,3:56.440,"south bend, in (usa)",2/5/2005,12/30/1982,usa,3:56.440,2/5/2005
donn cabral,3:56.410,2/8/2013,,,,,,,,,,usa,3:56.410,2/8/2013
jim hill,3:56.410,5/15/1982,,,3:56.410,"eugene, or (usa)",5/15/1982,,,,7/1/1961,usa,3:56.410,5/15/1982
paul cummings,3:56.400,3/16/1974,,,3:56.400,"tempe, az (usa)",3/16/1974,3:57.600,"new york, ny (usa)",1/30/1976,9/5/1953,usa,3:56.400,3/16/1974
matt tegenkamp,3:56.380,5/6/2006,,,3:56.380,"madison, wi (usa)",5/6/2006,,,,1/19/1982,usa,3:56.380,5/6/2006
colby alexander,3:56.290,8/11/2022,,,3:54.940,"raleigh, nc (usa)",8/5/2016,3:52.840,"armory track&field center, new york, ny (usa)",1/29/2022,6/13/1991,usa,3:52.840,1/29/2022
colin sahlman,3:56.240,5/28/2022,,,3:56.240,"hayward field, eugene, or (usa)",5/28/2022,3:58.810,"armory track&field center, new york, ny (usa)",2/5/2022,,usa,3:56.240,5/28/2022
gordon johnson,3:56.240,6/4/1995,,,3:56.240,"eugene, or (usa)",6/4/1995,,,,9/27/1971,usa,3:56.240,6/4/1995
jack salisbury,3:56.220,5/10/2021,,,3:56.220,"uva lanningan field, charlottesville, va (usa)",5/1/2021,3:56.720,"boston univ. track & tennis center, boston, ma (usa)",2/26/2023,1/5/1998,usa,3:56.220,5/10/2021
dave wilborn,3:56.200,6/23/1967,,,3:56.200,"bakersfield, ca (usa)",6/23/1967,,,,9/17/1945,usa,3:56.200,6/23/1967
matthew rizzo,3:56.200,1/27/2023,,,,,,3:56.200,"boston univ. track & tennis center, boston, ma (usa)",1/27/2023,,usa,3:56.200,1/27/2023
michael coe,3:56.180,4/25/2009,,,3:56.180,"berkeley, ca (usa)",4/25/2009,,,,12/4/1987,usa,3:56.180,4/25/2009
daniel herrera,3:56.130,6/10/2017,,,3:56.130,"concord, ma (usa)",6/1/2017,3:58.350,"boston, ma (usa)",2/24/2019,11/29/1992,usa,3:56.130,6/10/2017
brian theriot,3:56.100,7/21/1984,,,3:56.100,oslo (nor),7/21/1984,,,,2/15/1957,usa,3:56.100,7/21/1984
andrew hunter,3:56.050,2/6/2016,,,3:54.800,"jack kemp stadium, los angeles, ca (usa)",7/9/2022,3:55.520,"armory track&field center, new york, ny (usa)",2/11/2023,9/5/1997,usa,3:54.800,7/9/2022
graham crawford,3:56.050,8/5/2016,,,3:56.050,"raleigh, nc (usa)",8/5/2016,,,,12/29/1992,usa,3:56.050,8/5/2016
tom byers,3:56.000,2/13/1981,,,3:50.840,koblenz (ger),8/25/1982,3:53.600,"san diego, ca (usa)",2/19/1982,5/12/1955,usa,3:50.840,8/25/1982
