Number,Time,Name,Country,DOB,Position,Location,Date
4587,3:59.01,Abdelkader Chékhémani,FRA,18.07.71,6,Naimette-Xhovémont,27.08.2002
4587,3:59.01,Mack Chaffee,USA,04.09.86,2,Nashville,04.06.2011
4593,3:59.02,Sam Bair,USA,21.05.46,2,London,03.08.1968
4593,3:59.02,Francois Annandale,RSA,05.07.60,2,Durban,18.12.1981
4593,3:59.02,David Sharpe,GBR,08.07.67,7,London,27.05.1990
4593,3:59.02,Marc Corstjens,BEL,31.08.65,4,Linz,25.08.1993
4593,3:59.02,Filip Sasínek,CZE,08.01.96,7,Ostrava,20.06.2019
4593,3:59.02,Rob Napolitano,USA,03.11.94,2,West Long Branch,01.08.2019
4599,3:59.03,Herbert Elliott,AUS,25.02.38,1,Cardiff,26.07.1958
4599,3:59.03,Dave Reid,CAN,20.03.63,1,Burnaby,18.06.1985
4599,3:59.03,Bob Kennedy,USA,18.08.70,2,Palo Alto,30.03.1991
4599,3:59.03,Héctor Torres,MEX,08.09.73,2,Walnut,19.04.1998
4599,3:59.03,Tim Gorman,USA,05.06.92,3,West Long Branch,01.08.2019
4604,3:59.04,Barry Smith,GBR,16.04.53,3,Birmingham,26.05.1980
4604,3:59.04,Steve Crabb,GBR,30.11.63,1,Göteborg,12.06.1986
4604,3:59.04,Ernie Freer,USA,09.12.65,1,Fresno,04.04.1992
4604,3:59.04,José David Galván,MEX,06.04.73,4,Walnut,18.04.1999
4604,3:59.04,Steve Willis,NZL,24.04.75,3,Wanganui,22.01.2000
4604,3:59.04,Sean Torpy,USA,18.12.97,1,Nashville,06.06.2021
4610,3:59.05,Wilson Waigwa,KEN,15.02.49,6,Gateshead,31.07.1983
4610,3:59.05,Steve Cram,GBR,14.10.60,1,Jarrow,11.09.1983
4610,3:59.05,Mike Boit,KEN,06.01.49,4,Eugene,21.07.1984
4610,3:59.05,Jim McKeon,USA,08.09.62,6,Birmingham,18.07.1986
4610,3:59.05,Paul Hamblyn,NZL,27.08.80,4,Wanganui,11.02.2006
4610,3:59.05,James West,GBR,30.01.96,14,Gateshead,13.07.2021
4610,3:59.05,Thomas Keen,GBR,16.06.01,8,London,14.05.2022
4617,3:59.06,Greg Liefeldt,RSA,15.03.62,4,Stellenbosch,25.03.1983
4617,3:59.06,James Igohe,TAN,62,2,Atlanta,21.07.1984
4617,3:59.06,Michael Hillardt,AUS,22.01.61,7,Zürich,22.08.1984
4617,3:59.06,Marius-Hugo Schlechter,RSA,14.01.65,3,Port Elizabeth,14.12.1988
4617,3:59.06,Fumikazu Kobayashi,JPN,21.03.78,1,Amagasaki,15.06.2002
4617,3:59.06,Peter van der Westhuizen,RSA,21.12.84,3,Des Moines,27.04.2013
4617,3:59.06,Trevor Dunbar,USA,29.04.91,1,Portland,15.07.2013
4617,3:59.06,Lopez Lomong,USA,01.01.85,10rB,Eugene,30.05.2015
4617,3:59.06,Travis Mahoney,USA,25.07.90,4,West Long Branch,31.07.2018
4626,3:59.07,Sydney Maree,USA,09.09.56,7,Berlin,26.08.1988
4626,3:59.07,Paul McMullen,USA,19.02.72,12,Stockholm,05.08.1998
4626,3:59.07,Jason Jabout,USA,13.03.82,4,Beaverton,04.05.2006
4626,3:59.07,Alex Rogers,USA,26.06.97,3,Columbia,29.08.2020
4630,3:59.08,Frank Clement,GBR,26.04.52,1,Edmonton,20.08.1977
4630,3:59.08,Steve Scott,USA,05.05.56,1,Los Angeles,16.05.1987
4630,3:59.08,Tim Hacker,USA,27.12.62,3,Bruxelles,25.08.1989
4630,3:59.08,Ernie Freer,USA,09.12.65,8,Eugene,05.06.1993
4630,3:59.08,Yusuf Biwott,KEN,12.11.86,12,London,14.08.2010
4630,3:59.08,Justyn Knight,CAN,19.07.96,2,Cork,14.08.2019
4636,3:59.09,Abderrazak Bounour,ALG,11.01.57,3,Barcelona,10.06.1982
4636,3:59.09,Nigel Adkin,AUS,02.02.72,5,Cork,24.06.1995
4636,3:59.09,Seneca Lassiter,USA,12.03.77,1,Austin,08.04.2000
4636,3:59.09,Will Geoghegan,USA,15.07.92,1,Cork,07.07.2015
4636,3:59.09,Brian Barraza,USA,16.05.95,3,Nashville,15.08.2020
4636,3:59.09,Jesse Hunt,AUS,28.07.98,1,Sydney,28.03.2024
4642,3:59.1,John Landy,AUS,12.04.30,1,Fresno,12.05.1956
4642,3:59.1,John Landy,AUS,12.04.30,2,Compton,01.06.1956
4642,3:59.1,Stanislaw Jungwirth,CZE,15.08.30,3,London,19.07.1957
4642,3:59.1,Olavi Vuorisalo,FIN,05.04.33,2,Naantali,07.08.1957
4642,3:59.1,Olavi Salonen,FIN,20.12.33,3,Helsinki,21.08.1962
4642,3:59.1,Bob Seaman,USA,19.06.35,6,Compton,07.06.1963
4642,3:59.1,Siegfried Herrmann,GDR,07.11.32,1,Erfurt,24.09.1963
4642,3:59.1,Bob Schul,USA,28.09.37,1,San Diego,13.06.1964
4642,3:59.1,Christian Nicolau,FRA,03.02.47,4,Saint-Maur,02.06.1965
4642,3:59.1,John Davies,NZL,25.05.38,3,Auckland,15.12.1965
4642,3:59.1,Dyrol Burleson,USA,22.04.40,1,Pleasant Hill,09.04.1966
4642,3:59.1,Roscoe Divine,USA,03.11.47,2,Eugene,02.06.1966
4642,3:59.1,Neil Duggan,GBR,01.09.40,3,Los Angeles,04.06.1966
4642,3:59.1,Werner Gosewinkel,FRG,06.03.47,3,Stockholm,02.07.1968
4642,3:59.1,Norm Trérise,CAN,03.06.47,4,Eugene,05.06.1970
4642,3:59.1,Chuck LaBenz,USA,06.12.48,1,Portland,13.06.1970
4642,3:59.1,Richard Tayler,NZL,12.08.48,1,Auckland,30.01.1971
4642,3:59.1,Richard Tayler,NZL,12.08.48,1,Nelson,17.02.1971
4642,3:59.1,Chris Fisher,AUS,02.10.49,1,Melbourne,18.03.1971
4642,3:59.1,Steve Prefontaine,USA,25.01.51,1,Westwood,24.04.1971
4642,3:59.1,Tony Polhill,NZL,15.12.47,1,Dunedin,22.01.1972
4642,3:59.1,Pekka Vasala,FIN,17.04.48,3,Auckland,07.02.1974
4642,3:59.1,Steve Prefontaine,USA,25.01.51,1,Westwood,24.03.1974
4642,3:59.1,Wilson Waigwa,KEN,15.02.49,5,Philadelphia,27.04.1974
4642,3:59.1,Ken Swenson,USA,18.04.48,2,Durham,03.05.1975
4642,3:59.1,Ron MacDonald,GBR,07.11.52,1,Gateshead,01.09.1975
4642,3:59.1,Steve Ovett,GBR,09.10.55,1,Cork,05.07.1977
4642,3:59.1,Lars Ericsson,SWE,11.11.57,5,Berlin,18.08.1978
4642,3:59.1,Karl Fleschen,FRG,28.06.55,8,Frankfurt,05.09.1978
4642,3:59.1,Danie Goosen,RSA,21.12.50,1,Stellenbosch,05.04.1979
4642,3:59.1,Steve Lacy,USA,17.01.56,3,Westwood,06.05.1979
4642,3:59.1,Sosthenes Bitok,KEN,23.03.57,2,University Park,16.05.1980
4642,3:59.1,Ray Wicksell,USA,24.04.56,2,Modesto,17.05.1980
4642,3:59.1,Bill McChesney,USA,08.01.59,2,Eugene,26.07.1980
4642,3:59.1,Larry Mangan,USA,24.05.59,2,Tillsonburg,16.07.1983
4642,3:59.1,Ashworth Laukam,GBR,01.03.61,4,Coventry,16.06.1985
4642,3:59.1,Matthews Temane,RSA,14.12.60,2,Port Elizabeth,12.03.1986
4642,3:59.1,Marius-Hugo Schlechter,RSA,14.01.65,3,Port Elizabeth,12.03.1986
4642,3:59.1,Monde Tutani,RSA,22.02.62,3,Durban,09.12.1987
4642,3:59.1,Bruce Striling,USA,12.08.64,5,Eugene,02.07.1988
4642,3:59.1,Tim Hutchings,GBR,04.12.58,1,Bristol,14.09.1988
4642,3:59.1,John Gladwin,GBR,07.05.63,8,Harlow,20.08.1989
4642,3:59.1,Ian Hamer,GBR,18.04.65,1,Cheltenham,08.09.1989
4642,3:59.1,Gerard Donakowski,USA,20.02.60,4,Dedham,09.06.1991
4642,3:59.1,Christian Cushing-Murray,USA,18.10.67,3,Walnut,15.04.1995
4642,3:59.1+,Noureddine Morceli,ALG,28.02.70,3,Bruxelles,25.08.1995
4642,3:59.1+,Moses Kiptanui,KEN,01.10.70,6,Monaco,10.08.1996
4642,3:59.1+,Julius Kiptoo,KEN,04.09.77,3,Bratislava,09.06.1998
4642,3:59.10,Tony Rogers,NZL,30.04.57,3,Auckland,22.01.1983
4642,3:59.10,Lars Ove Strømø,NOR,07.05.63,6,Koblenz,28.08.1985
4642,3:59.10,Alan Bunce,NZL,23.08.67,8,Gateshead,17.08.1990
4642,3:59.10,Johan Fourie,RSA,02.12.59,1,Port Elizabeth,04.03.1991
4642,3:59.10,José Luis González,ESP,08.12.57,9,Berlin,21.08.1992
4642,3:59.10,David Strang,GBR,13.12.68,2,New York City,22.05.1993
4642,3:59.10,David Torrence,USA,26.11.85,1,Berkeley,25.04.2008
4642,3:59.10,Bethwell Birgen,KEN,06.08.88,8,Oslo,07.06.2018
4642,3:59.10,Evan Jager,USA,08.03.89,9rA,Stirling,30.08.2025
4699,3:59.11,Dave Bailey,CAN,17.03.45,3,San Diego,11.06.1966
4699,3:59.11,Nick Rose,GBR,30.12.51,2,Edinburgh,20.08.1977
4699,3:59.11,Tom Byers,USA,12.04.55,1,Lawrence,18.04.1981
4699,3:59.11,Brad Sumner,USA,04.08.70,2,Philadelphia,29.04.1995
4699,3:59.11,Hamish Carson,NZL,01.11.88,3,Wanganui,27.01.2012
4699,3:59.11,Samuel Prakel,USA,29.10.94,2,Dublin,22.08.2019
4699,3:59.11,Edwin Klanke,USA,,1,Chester,18.04.2025
4706,3:59.12,Gerry Kiernan,IRL,31.05.53,3,London,19.06.1976
4706,3:59.12,Ron Becht,CAN,25.02.58,7,Burnaby,16.06.1983
4706,3:59.12,John Gladwin,GBR,07.05.63,6,Oslo,04.07.1987
4706,3:59.12,Hans van der Veen,RSA,07.01.66,6,Port Elizabeth,09.03.1988
4706,3:59.12,José Luis González,ESP,08.12.57,3,Sevilla,30.05.1990
4706,3:59.12,Paul McMullen,USA,19.02.72,1,Des Moines,25.04.1998
4706,3:59.12,Seneca Lassiter,USA,12.03.77,1,Des Moines,28.04.2001
4713,3:59.13,Peter O'Donoghue,NZL,01.10.61,3,Bratislava,09.06.1988
4713,3:59.13,Alemayehu Roba,ETH,27.10.72,2,Cwmbran,12.07.1992
4713,3:59.13,Andrew Jesien,USA,27.03.87,1,Nashville,05.06.2010
4713,3:59.13,Andy Trouard,USA,22.04.94,1rA,Nashville,10.06.2017
4713,3:59.13,George Beamish,NZL,24.10.96,3,Wanganui,30.01.2021
4718,3:59.14,Christian Cushing-Murray,USA,18.10.67,9,Eugene,05.06.1993
4718,3:59.14,Johan Landsman,RSA,12.05.64,2,Port Elizabeth,15.04.1994
4720,3:59.15,Wilson Waigwa,KEN,15.02.49,7,Gateshead,10.06.1984
4720,3:59.15,Ray Flynn,IRL,22.01.57,5,Belfast,30.06.1986
4720,3:59.15,Greg Whiteley,USA,06.01.67,5,Westwood,10.06.1989
4720,3:59.15,Samir Benfarès,FRA,06.06.68,5,Rieti,03.09.1997
4720,3:59.15,Jake Wightman,GBR,11.07.94,9,Oslo,07.06.2018
4720,3:59.15,Sam Gilman,USA,20.09.00,10,Raleigh,08.08.2025
4726,3:59.16,Glen Grant,GBR,16.07.53,4,London,19.06.1976
4726,3:59.16,Joseph Chesire,KEN,12.11.57,3,Edinburgh,07.07.1989
4726,3:59.16,Bryan Lindsay,USA,28.06.80,2,Westwood,09.04.2005
4726,3:59.16,Cristian Soratos,USA,26.09.92,13,Raleigh,03.08.2018
4726,3:59.16,Valentijn Weinans,NED,29.12.95,8,Ostrava,20.06.2019
4731,3:59.17,Billy Dee,GBR,18.12.61,1,Haringey,14.07.1991
4731,3:59.17,Sam Gabremariam,USA,16.06.75,4,Philadelphia,29.04.2000
4731,3:59.17,Cory Leslie,USA,24.10.89,6,Falmouth,11.08.2012
4734,3:59.18,Claudio Patrignani,ITA,09.01.59,2,Gateshead,07.06.1981
4734,3:59.18,Bruno Levant,FRA,24.01.60,1,Metz,13.09.1987
4734,3:59.18,Robert Denmark,GBR,23.11.68,6,Harlow,30.09.1990
4734,3:59.18,Matt Giusto,USA,25.10.66,3,Palo Alto,30.03.1991
4734,3:59.18,Jason Pyrah,USA,06.04.69,10,Sheffield,02.08.1998
4734,3:59.18,Lee Merrien,GBR,24.04.79,6,London,06.08.2005
4734,3:59.18,Stephen Davies,GBR,16.02.84,3,London,25.08.2007
4734,3:59.18,Joel Hubbard,USA,03.07.94,3rA,Concord,02.06.2016
4734,3:59.18,Matthew Ramsden,AUS,23.07.97,1,Sydney,22.12.2018
4734,3:59.18,Ben Godish,USA,,1rA,Providence,14.04.2023
4744,3:59.19,Chris Katon,USA,23.11.70,9,Eugene,04.06.1994
4744,3:59.19,Jamey Harris,USA,14.06.71,1,Palo Alto,27.05.1998
4744,3:59.19,Craig Miller,USA,03.08.87,4,Dublin,21.07.2010
4744,3:59.19,Tommy Schmitz,USA,16.07.83,6,Cork,08.07.2014
4744,3:59.19,Colby Alexander,USA,13.06.91,2,Portland,08.08.2015
4744,3:59.19,Cristian Soratos,USA,26.09.92,2,Falmouth,18.08.2018
4744,3:59.19,Max Wharton,GBR,08.07.96,4rA,Oxford,06.05.2024
4751,3:59.2,Dan Waern,SWE,17.01.33,1,Västerås,12.08.1959
4751,3:59.2,Dan Waern,SWE,17.01.33,1,Malmö,12.08.1959
4751,3:59.2,Dyrol Burleson,USA,22.04.40,2,Modesto,28.05.1960
4751,3:59.2,Herbert Elliott,AUS,25.02.38,1,Compton,03.06.1960
4751,3:59.2,Cary Weisiger,USA,08.09.38,1,Quantico,04.05.1963
4751,3:59.2,Jim Beatty,USA,28.10.34,4,Saint Louis,22.06.1963
4751,3:59.2,Witold Baran,POL,29.07.39,2,Toronto,12.07.1963
4751,3:59.2,Bill Baillie,NZL,28.05.34,2,Wanganui,01.02.1964
4751,3:59.2,Andrew Green,GBR,26.11.42,1,Blackburn,25.08.1964
4751,3:59.2,Miroslav Juza,CZE,22.01.43,5,Saint-Maur,02.06.1965
4751,3:59.2,Walter Wilkinson,GBR,02.11.44,1,Stretford,28.05.1968
4751,3:59.2,Alberto Esteban,ESP,06.01.43,4,Stockholm,02.07.1968
4751,3:59.2,John Whetton,GBR,06.09.41,1,London,22.06.1969
4751,3:59.2,John Boulter,GBR,18.11.40,3,Motspur Park,23.07.1969
4751,3:59.2,Rick Riley,USA,05.03.48,1,Westwood,16.05.1970
4751,3:59.2,John Lawson,USA,18.11.43,3,Berkeley,30.05.1970
4751,3:59.2,Steve Savage,USA,06.06.48,5,Eugene,05.06.1970
4751,3:59.2,Kipchoge Keino,KEN,17.01.40,1,Dublin,10.08.1970
4751,3:59.2,John Mason,USA,29.12.45,3,Stockholm,06.04.1971
4751,3:59.2,Robert Wheeler,USA,11.01.52,3,Los Angeles,09.06.1972
4751,3:59.2,Ken Popejoy,USA,09.12.50,1,Minneapolis,19.05.1973
4751,3:59.2,Marc Schilling,USA,08.07.54,1,Gainesville,23.06.1973
4751,3:59.2,Brendan Foster,GBR,12.01.48,1,South Shields,01.07.1973
4751,3:59.2,Keith Palmer,USA,11.04.54,5,Wichita,01.06.1974
4751,3:59.2,Wilson Waigwa,KEN,15.02.49,1,Tempe,19.04.1975
4751,3:59.2,Jerome Howe,USA,06.08.50,3,Durham,03.05.1975
4751,3:59.2,Chuck LaBenz,USA,06.12.48,4,Eugene,18.05.1975
4751,3:59.2,Matt Centrowitz,USA,28.01.55,4,Modesto,24.05.1975
4751,3:59.2,Jim McGuinness,GBR,21.09.51,3,Stretford,30.08.1975
4751,3:59.2,Anthony Settle,GBR,09.12.53,2,Gateshead,28.05.1976
4751,3:59.2,János Zemen,HUN,29.08.50,3,Gateshead,28.05.1976
4751,3:59.2,Hendrik Smit,RSA,14.06.53,1,Stellenbosch,21.02.1978
4751,3:59.2,Tom Duits,USA,24.06.56,3,Philadelphia,29.04.1978
4751,3:59.2,Sydney Maree,RSA,09.09.56,1,University Park,05.08.1978
4751,3:59.2,José Marajo,FRA,10.08.54,2,Luxembourg,10.09.1978
4751,3:59.2,Graham Williamson,GBR,15.06.60,3,Tokyo,25.09.1978
4751,3:59.2,Louis Liebenberg,RSA,21.02.58,1,Port Elizabeth,30.03.1979
4751,3:59.2,Craig Masback,USA,31.03.55,2,Philadelphia,28.04.1979
4751,3:59.2,Matt Centrowitz,USA,28.01.55,4,Berkeley,09.06.1979
4751,3:59.2,David Taylor,IRL,07.03.59,4,Cork,24.06.1980
4751,3:59.2,Francois Annandale,RSA,05.07.60,2,Stellenbosch,14.11.1981
4751,3:59.2,Harald Hudak,FRG,28.01.57,3,Wanganui,02.02.1982
4751,3:59.2,Ross Donoghue,USA,19.07.59,1,Baldwinsville,15.05.1982
4751,3:59.2,Michael Hillardt,AUS,22.01.61,1,Melbourne,13.12.1984
4751,3:59.2,Cliff Sheehan,USA,03.05.63,4,Philadelphia,27.04.1985
4751,3:59.2,Deon Brummer,RSA,04.04.59,4,Port Elizabeth,12.03.1986
4751,3:59.2,Chris McGeorge,GBR,13.01.62,2,Portsmouth,01.07.1989
4751,3:59.2,Adrian Passey,GBR,02.09.64,2,Sutton Coldfield,24.07.1989
4751,3:59.2+,Mohammed Mourhit,BEL,10.10.70,4,Monaco,04.08.1999
4751,3:59.20,James Espir,GBR,17.10.58,3,Gateshead,07.06.1981
4751,3:59.20,John Robson,GBR,31.01.57,2,Dublin,11.07.1983
4751,3:59.20,Branko Zorko,CRO,01.07.67,4,Sheffield,04.09.1994
4751,3:59.20,Michael Cox,USA,20.05.72,1,Lawrence,20.04.1996
4751,3:59.20,Michael Stember,USA,30.01.78,5,Palo Alto,09.06.2001
4751,3:59.20,Kumari Taki,KEN,06.05.99,10,Oslo,07.06.2018
4806,3:59.21,Jim Spivey,USA,07.03.60,3,Lausanne,24.06.1988
4806,3:59.21,Patrik Johansson,SWE,28.07.72,1,Växjö,10.08.1999
4806,3:59.21,Tony Jordanek,USA,27.12.86,3,Nashville,04.06.2011
4809,3:59.22,Witold Baran,POL,29.07.39,3,London,03.08.1968
4809,3:59.22,Simon Doyle,AUS,09.11.66,1,Azusa,15.04.1989
4809,3:59.22,Greg Whiteley,USA,06.01.67,1,Eugene,11.05.1991
4809,3:59.22,Allen Klassen,CAN,17.03.68,4,Brunswick,04.07.1998
4809,3:59.22,Abdelkader Chékhémani,FRA,18.07.71,9,Nice,16.07.1998
4814,3:59.23,Gunnar Ekman,SWE,18.06.43,6,Stockholm,02.07.1973
4814,3:59.23,Jan Persson,SWE,01.07.61,4,Oslo,23.08.1983
4814,3:59.23,Jean Verster,RSA,23.04.65,3,Port Elizabeth,05.03.1990
4814,3:59.23,Niall Bruton,IRL,07.10.71,3,Cork,05.07.1991
4814,3:59.23,Shane Healy,IRL,05.10.68,7,Cork,25.06.1994
4814,3:59.23,Chris Bowden,AUS,12.06.76,2,Wanganui,16.01.1998
4814,3:59.23,Emmanuel Kemboi,KEN,81,11,Oslo,28.07.2000
4814,3:59.23,Craig Miller,USA,03.08.87,1,Saint Louis,30.05.2013
4814,3:59.23,Dale Clutterbuck,GBR,01.01.92,14,London,25.07.2015
4814,3:59.23,Colby Alexander,USA,13.06.91,6,Huntington,06.09.2017
4814,3:59.23,Ben Blankenship,USA,15.12.88,3,Falmouth,18.08.2018
4825,3:59.24,Mike Berisford,GBR,08.04.36,5,London,18.08.1962
4825,3:59.24,Derek Graham,GBR,22.09.41,2,London,20.08.1966
4825,3:59.24,Phil Kane,USA,05.03.55,4,Villanova,12.06.1982
4825,3:59.24,Gary Staines,GBR,03.07.63,2,London,20.07.1985
4825,3:59.24,Robert Kiplagat Andersen,DEN,12.12.72,1,Belfast,19.06.1993
4825,3:59.24,Brandon Lasater,USA,09.10.92,1r2,Nashville,06.06.2015
4825,3:59.24,Charles Simotwo,KEN,05.06.95,3,Boston,19.05.2018
4825,3:59.24,Kalle Berglund,SWE,11.03.96,11,Birmingham,18.08.2018
4825,3:59.24,Henry McLuckie,GBR,03.05.02,9,London,14.05.2022
4834,3:59.25,Mark Fricker,USA,23.11.59,3,Berkeley,14.07.1984
4834,3:59.25,Takeshi Yamamoto,JPN,01.08.73,5,Osaka,11.05.1996
4834,3:59.25,Michael Coltherd,GBR,28.12.82,4,London,25.08.2007
4834,3:59.25,Sam McEntee,AUS,03.02.92,9rA,Bay Shore,05.09.2018
4834,3:59.25,Obsa Ali,USA,17.02.96,7rA,Trabuco Hills,18.07.2021
4839,3:59.26,Marcus O'Sullivan,IRL,22.12.61,3,Bruxelles,30.08.1985
4839,3:59.26,John Walker,NZL,12.01.52,1,Belfast,20.07.1987
4839,3:59.26,Marius-Hugo Schlechter,RSA,14.01.65,7,Port Elizabeth,09.03.1988
4839,3:59.26,Kevin Sullivan,CAN,20.03.74,1,Falmouth,10.08.2002
4839,3:59.26,Eric Avila,USA,03.10.89,3,Dublin,22.08.2019
4839,3:59.26,Jack Antsey,AUS,08.04.97,2,Sydney,28.03.2024
4839,3:59.26,Cathal O'Reilly,IRL,17.01.03,4rA,Belfast,15.06.2024
4846,3:59.27,Ken Moloney,NZL,11.11.61,8,Gateshead,16.07.1988
4846,3:59.27,Robert Myers,USA,05.08.80,1,Hillsdale,27.04.2007
4846,3:59.27,Adrian Blincoe,NZL,04.11.79,2,Joensuu,21.08.2010
4846,3:59.27,Andrew McGill,GBR,18.02.04,5rA,Belfast,15.06.2024
4850,3:59.28,Andrew Geddes,GBR,27.04.65,6,Birmingham,07.07.1987
4850,3:59.28,Simon Maunder,NZL,20.08.72,4,Wanganui,22.01.2000
4850,3:59.28,Charlie Gruber,USA,06.08.78,3,Princeton,12.05.2001
4853,3:59.29,Ken Hall,AUS,25.07.51,8,London,26.06.1977
4853,3:59.29,Tom Smith,USA,09.10.57,5,Auckland,30.01.1982
4853,3:59.29,Alistair Currie,GBR,24.05.65,7,London,02.08.1985
4853,3:59.29,Rob Lonergan,CAN,08.10.59,7,Birmingham,18.07.1986
4853,3:59.29,Kevin Sullivan,CAN,20.03.74,1,Kitchener,19.06.1993
4853,3:59.29,Dwight Davis,USA,25.12.77,3,Walnut,16.04.2000
4853,3:59.29,John Kosgei,KEN,13.07.72,7,Eugene,24.06.2000
4853,3:59.29,Mark Thompson,USA,03.03.79,3,Brasschaat,26.07.2009
4853,3:59.29,Jacopo De Marchi,ITA,21.10.98,9rA,Milano,04.09.2021
4853,3:59.29,Issac Updike,USA,21.03.92,8r1,Saint Louis,05.06.2025
4863,3:59.3,Dan Waern,SWE,17.01.33,1,Stockholm,19.07.1957
4863,3:59.3,Ken Wood,GBR,21.11.30,4,London,19.07.1957
4863,3:59.3,Bruce Tulloh,GBR,29.09.35,2,Wanganui,27.01.1962
4863,3:59.3,Cary Weisiger,USA,08.09.38,2,Modesto,26.05.1962
4863,3:59.3,Jim Grelle,USA,30.09.36,3,Toronto,12.07.1963
4863,3:59.3,Fanie van Zijl,RSA,07.07.48,1,Port Elizabeth,20.12.1967
4863,3:59.3,Marty Liquori,USA,11.09.49,2,Eugene,23.08.1968
4863,3:59.3,John Lawson,USA,18.11.43,5,Los Angeles,07.06.1969
4863,3:59.3,Jim Ryun,USA,29.04.47,2,Knoxville,21.06.1969
4863,3:59.3,Roscoe Divine,USA,03.11.47,2,Westwood,16.05.1970
4863,3:59.3,Frank Murphy,IRL,21.05.47,2,Dublin,10.08.1970
4863,3:59.3,Dick Quax,NZL,01.01.48,2,Auckland,30.01.1971
4863,3:59.3,Hailu Ebba,ETH,12.12.50,1,Berkeley,15.04.1972
4863,3:59.3,Andy Carter,GBR,29.01.49,5,London,10.06.1972
4863,3:59.3,Reggie McAfee,USA,19.02.51,2,Raleigh,21.04.1973
4863,3:59.3,Reggie McAfee,USA,19.02.51,1,Raleigh,28.04.1973
4863,3:59.3,Robert Wheeler,USA,11.01.52,4,Los Angeles,27.05.1973
4863,3:59.3,Heico Scharn,NED,18.06.45,1,Papendal,04.09.1973
4863,3:59.3,Ewald Bonzet,RSA,25.12.51,2,Stellenbosch,26.02.1975
4863,3:59.3,Eamonn Coghlan,IRL,24.11.52,1,Williamsburg,24.05.1975
4863,3:59.3,Len Hilton,USA,28.09.47,3,Wichita,31.05.1975
4863,3:59.3,Len Hilton,USA,28.09.47,1,Houston,12.06.1975
4863,3:59.3A,Hendrik Smit,RSA,14.06.53,1,Bloemfontein,20.02.1976
4863,3:59.3,Rick Musgrave,USA,13.05.54,5,Wichita,29.05.1976
4863,3:59.3,Ed Arriola,USA,26.02.54,4,Eugene,15.06.1977
4863,3:59.3,Frank Zimmermann,FRG,10.08.55,6,Berlin,18.08.1978
4863,3:59.3,Ewald Bonzet,RSA,25.12.51,1,Cape Town,14.03.1979
4863,3:59.3,Ewald Bonzet,RSA,25.12.51,2,Stellenbosch,05.04.1979
4863,3:59.3,Antti Loikkanen,FIN,15.04.55,1,Oulu,05.07.1979
4863,3:59.3,Steve Lacy,USA,17.01.56,9r1,Nice,17.08.1980
4863,3:59.3,Mark Belger,USA,06.09.56,1,Allston,25.01.1981
4863,3:59.3,Mark Fricker,USA,23.11.59,1,Corvallis,08.05.1982
4863,3:59.3,Tim Redman,GBR,05.07.60,5,Coventry,16.06.1985
4863,3:59.3,Mark Howard,GBR,07.02.66,3,Portsmouth,01.07.1989
4863,3:59.3,Pat Scammell,AUS,15.04.61,2,Cheltenham,08.09.1989
4863,3:59.3,Ian Gillespie,GBR,18.05.70,1,Salisbury,04.09.1993
4863,3:59.3,Neil Caddy,GBR,18.03.75,1,Cheltenham,04.08.1996
4863,3:59.3+,Daniel Komen,KEN,17.05.76,2,Oslo,04.07.1997
4863,3:59.3,Cornelius Chirchir,KEN,05.06.83,3,Aberdeen,27.08.2000
4863,3:59.30,Eamonn Martin,GBR,09.10.58,5,Oslo,23.08.1983
4863,3:59.30,Pierre Délèze,SUI,25.09.58,4,London,09.09.1983
4863,3:59.30,Tony Rogers,NZL,30.04.57,5,Auckland,28.01.1984
4863,3:59.30,Anton Nicolaisen,RSA,25.01.68,3,Port Elizabeth,18.12.1991
4863,3:59.30,Jon Warren,USA,01.05.65,10,Eugene,04.06.1994
4863,3:59.30,Kamel Boulahfane,ALG,01.07.76,12,Zagreb,07.07.1998
4863,3:59.30,Dan Lowry,USA,30.10.89,6,Saline,04.08.2013
4863,3:59.30,Ford Palmer,USA,06.10.90,2,West Chester,13.08.2015
4863,3:59.30,Reed Brown,USA,06.08.98,3,Saint Louis,01.06.2017
4863,3:59.30,Johan Rogestedt,SWE,27.01.93,10,Dublin,19.07.2018
4912,3:59.31,Tim Hutchings,GBR,04.12.58,5,Belfast,24.06.1985
4912,3:59.31,Henry Marsh,USA,15.03.54,3,Bern,16.08.1985
4912,3:59.31,Michael Stember,USA,30.01.78,5,Brunswick,04.07.1998
4912,3:59.31,Thomas Brooks,USA,10.01.78,1,Beaverton,28.05.2009
4912,3:59.31,Leonel Manzano,USA,12.09.84,4,Concord,05.06.2014
4917,3:59.32,Lars Ericsson,SWE,11.11.57,5,London,15.09.1978
4917,3:59.32,Todd Harbour,USA,24.03.59,6,Westwood,13.05.1984
4917,3:59.32,Aleksandr Kostyetskiy,RUS,14.01.60,7,Cork,03.07.1984
4917,3:59.32,José Luis Carreira,ESP,30.03.62,3,Barcelona,08.07.1984
4917,3:59.32,Paul Larkins,GBR,19.05.63,8,Birmingham,18.07.1986
4917,3:59.32,Barnabas Korir,KEN,24.10.65,4,Bratislava,09.06.1988
4917,3:59.32,Rob Harrison,GBR,05.06.59,10,Gateshead,28.08.1989
4917,3:59.32,Alan Bunce,NZL,23.08.67,3,Sutton Coldfield,01.07.1990
4917,3:59.32,Steve Cram,GBR,14.10.60,2,Belfast,19.06.1993
